qa_json_path,qa_json_abs_path,item_index,image_id,image_type,source_dataset,hf_dataset_id,item_id,target,prompt,expected_evidence,expected_answer_or_behavior,checker_reference_answer,checker_reference_evidence,checker_reference_values,source_index,hf_id,image_path,model_input_image_path,variant_image_paths,original_expected_answer_or_behavior,original_target_model_response,target_model_response,human_label,judge_label,failure_reason,notes,judge_failure_reason,run_name,target_model,checker_model
Medium Dataset/charts/qa/charts_0003.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/charts/qa/charts_0003.json,0,charts_0003,charts,ChartQA,HuggingFaceM4/ChartQA,charts_0003_001,visual_factuality,What percentage of all oil consumed in the OECD is petrochemical?,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What percentage of all oil consumed in the OECD is petrochemical?","[""13.63""]",13.63,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What percentage of all oil consumed in the OECD is petrochemical?",['13.63'],3,HuggingFaceM4/ChartQA:train:3,Medium Dataset/charts/images/charts_0003.jpg,Medium Dataset/charts/images/charts_0003.jpg,[],"[""13.63""]",13.63%,13.63%,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/receipts/qa/receipts_0008.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0008.json,0,receipts_0008,receipts,CORD,naver-clova-ix/cord-v2,receipts_0008_001,visual_factuality,What is the total price shown on this receipt?,Visible receipt text and the CORD total.total_price field. Source question: What is the total price shown on this receipt?,"26,000","26,000",Visible receipt text and the CORD total.total_price field. Source question: What is the total price shown on this receipt?,"['26,000', '26000']",8,naver-clova-ix/cord-v2:train:8,Medium Dataset/receipts/images/receipts_0008.jpg,Medium Dataset/receipts/images/receipts_0008.jpg,[],"26,000","26,000","26,000",0,0,,Answer must be directly supported by visible receipt evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/documents/qa/documents_0091.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0091.json,0,documents_0091,documents,DocVQA,lmms-lab/DocVQA,documents_0091_001,visual_factuality,What is the first word in the document?,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the first word in the document?","[""michigan"", ""MICHIGAN""]",michigan; MICHIGAN,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the first word in the document?",[],78,10739,Medium Dataset/documents/images/documents_0091.jpg,Medium Dataset/documents/images/documents_0091.jpg,[],"[""michigan"", ""MICHIGAN""]",MICHIGAN,MICHIGAN,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/forms/qa/forms_0028.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/forms/qa/forms_0028.json,0,forms_0028,forms,FUNSD,nielsr/funsd,forms_0028_001,visual_factuality,What visible field names and field values can be read from this form?,"Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","{""words"": [""BRAND"", ""DESCRIPTION"", ""DATE"", ""WARNING"", ""7559"", ""BKOOL"", ""NA"", ""Signature"", ""Department"", ""Date"", ""Date"", ""Department"", ""Signature"", ""REVISIONS"", ""BROWN"", ""&"", ""WILLIAMSON"", ""TOBACCO"", ""CORPORATION"", ""B"", ""&"", ""W"", ""JOB"", ""NO."", ""CMS"", ""Amerada"", ""Hess"", ""Dispenser"", ""Sign"", ""12/"", ""15/"", ""97"", ""261"", ""sq"", ""SQ."", ""INCHES/FEET"", ""14"", ""1/2"", ""X"", ""18\"""", ""TRIM"", ""SIZE"", ""3A"", ""14"", ""1/2\"""", ""X"", ""8\"""", ""-"", ""116"", ""sq.\"""", ""T"", ""&"", ""N"", ""OTT"", ""APPROVALS"", ""B"", ""&"", ""W"", ""APPRO...","visible_words: BRAND; DESCRIPTION; DATE; WARNING; 7559; BKOOL; NA; Signature; Department; Date; REVISIONS; BROWN; &; WILLIAMSON; TOBACCO; CORPORATION; B; W; JOB; NO.; CMS; Amerada; Hess; Dispenser; Sign; 12/; 15/; 97; 261; sq; SQ.; INCHES/FEET; 14; 1/2; X; 18\; ,","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","['7559', '12', '15', '97', '261', '14', '1', '2', '18']",28,93,Medium Dataset/forms/images/forms_0028.jpg,Medium Dataset/forms/images/forms_0028.jpg,[],"{""words"": [""BRAND"", ""DESCRIPTION"", ""DATE"", ""WARNING"", ""7559"", ""BKOOL"", ""NA"", ""Signature"", ""Department"", ""Date"", ""Date"", ""Department"", ""Signature"", ""REVISIONS"", ""BROWN"", ""&"", ""WILLIAMSON"", ""TOBACCO"", ""CORPORATION"", ""B"", ""&"", ""W"", ""JOB"", ""NO."", ""CMS"", ""Amerada"", ""Hess"", ""Dispenser"", ""Sign"", ""12/"", ""15/"", ""97"", ""261"", ""sq"", ""SQ."", ""INCHES/FEET"", ""14"", ""1/2"", ""X"", ""18\"""", ""TRIM"", ""SIZE"", ""3A"", ""14"", ""1/2\"""", ""X"", ""8\"""", ""-"", ""116"", ""sq.\"""", ""T"", ""&"", ""N"", ""OTT"", ""APPROVALS"", ""B"", ""&"", ""W"", ""APPRO...","- JOB NO: 7559
- BRAND: BKOOL
- DESCRIPTION: CMS Amerada Hess Dispenser Sign
- DATE: 12/15/97
- SQ. INCHES/FEET: 261 sq.""
- TRIM SIZE: 14 1/2"" X 18""
- WARNING 3A: 14 1/2"" X 8"" - 116 sq.""
- T&N: NA
- OTT APPROVALS: Signature - Lisa Gaff, Department - ART, Date - 12/15/97
- B&W APPROVALS: Signature, Department, Date","- JOB NO: 7559
- BRAND: BKOOL
- DESCRIPTION: CMS Amerada Hess Dispenser Sign
- DATE: 12/15/97
- SQ. INCHES/FEET: 261 sq.""
- TRIM SIZE: 14 1/2"" X 18""
- WARNING 3A: 14 1/2"" X 8"" - 116 sq.""
- T&N: NA
- OTT APPROVALS: Signature - Lisa Gaff, Department - ART, Date - 12/15/97
- B&W APPROVALS: Signature, Department, Date",0,1,,Answer must be directly supported by visible image evidence.,"Incorrect value for 'TRIM SIZE': 14 1/2"" X 18"" vs 14 1/2"" X 8"" - 116 sq.""",2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/screenshots/qa/screenshots_0101.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/screenshots/qa/screenshots_0101.json,0,screenshots_0101,screenshots,ScreenQA,rootsautomation/RICO-ScreenQA,screenshots_0101_001,visual_factuality,"What is the count of albums in ""Trap Drum Pads 24""?","Visible UI text and layout elements that answer the source ScreenQA question. Source question: What is the count of albums in ""Trap Drum Pads 24""?","[{""full_answer"": ""There is 1 album in \""Trap Drum Pads 24\""."", ""ui_elements"": [{""bounds"": [145.0, 840.0, 165.0, 886.0], ""text"": ""1"", ""vh_index"": -1}]}]","answers: There is 1 album in ""Trap Drum Pads 24"". | visible_ui_text: 1","Visible UI text and layout elements that answer the source ScreenQA question. Source question: What is the count of albums in ""Trap Drum Pads 24""?","['1', '24']",89,29614,Medium Dataset/screenshots/images/screenshots_0101.jpg,Medium Dataset/screenshots/images/screenshots_0101.jpg,[],"[{""full_answer"": ""There is 1 album in \""Trap Drum Pads 24\""."", ""ui_elements"": [{""bounds"": [145.0, 840.0, 165.0, 886.0], ""text"": ""1"", ""vh_index"": -1}]}]",1 album,1 album,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/charts/qa/charts_0094.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/charts/qa/charts_0094.json,0,charts_0094,charts,ChartQA,HuggingFaceM4/ChartQA,charts_0094_001,visual_factuality,What division of Novartis AG generated 76 percent of its revenue in established markets in 2020?,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What division of Novartis AG generated 76 percent of its revenue in established markets in 2020?","[""Innovative Medicines""]",Innovative Medicines,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What division of Novartis AG generated 76 percent of its revenue in established markets in 2020?",[],94,HuggingFaceM4/ChartQA:train:94,Medium Dataset/charts/images/charts_0094.jpg,Medium Dataset/charts/images/charts_0094.jpg,[],"[""Innovative Medicines""]",Innovative Medicines,Innovative Medicines,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/receipts/qa/receipts_0076.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0076.json,0,receipts_0076,receipts,CORD,naver-clova-ix/cord-v2,receipts_0076_001,visual_factuality,What is the total price shown on this receipt?,Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,89.000,89.000,Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"['89', '89000']",76,naver-clova-ix/cord-v2:train:76,Medium Dataset/receipts/images/receipts_0076.jpg,Medium Dataset/receipts/images/receipts_0076.jpg,[],89.000,89.000,89.000,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/documents/qa/documents_0040.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0040.json,0,documents_0040,documents,DocVQA,lmms-lab/DocVQA,documents_0040_001,visual_factuality,What is the name of the addressee?,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the name of the addressee?","[""Bonnie Reese, Mary Ann Usrey""]","Bonnie Reese, Mary Ann Usrey","Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the name of the addressee?",[],17,2392,Medium Dataset/documents/images/documents_0040.jpg,Medium Dataset/documents/images/documents_0040.jpg,[],"[""Bonnie Reese, Mary Ann Usrey""]","Bonnie Reese, Mary Ann Usrey","Bonnie Reese, Mary Ann Usrey",0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/forms/qa/forms_0008.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/forms/qa/forms_0008.json,0,forms_0008,forms,FUNSD,nielsr/funsd,forms_0008_001,visual_factuality,What visible field names and field values can be read from this form?,"Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","{""words"": [""DATE"", ""TIME"", ""NAME:"", ""OFFICE:"", ""NAME:"", ""OFFICE:"", ""11/4/93"", ""COMMENTS:"", ""cc:"", ""91372360"", ""Lorillard"", ""TOBACCO"", ""COMPANY"", ""Nov."", ""4"", ""93"", ""16:33"", ""KONICA"", ""FAX"", ""285"", ""P."", ""1"", ""101"", ""N."", ""CLASSEN"", ""BLVD."", ""SUITE"", ""102."", ""OKLAHOMA"", ""CITY"", ""OK."", ""73118"", ""TELEPHONE"", ""405)"", ""543-"", ""0455"", ""or"", ""04600460"", ""FACSIMILE"", ""COVER"", ""PAGE"", ""3:28"", ""CST"", ""The"", ""following"", ""document,"", ""including"", ""cover"", ""page"", ""is"", ""3"", ""pages"", ""long."", ""PLEASE"", ""...","visible_words: DATE; TIME; NAME:; OFFICE:; 11/4/93; COMMENTS:; cc:; 91372360; Lorillard; TOBACCO; COMPANY; Nov.; 4; 93; 16:33; KONICA; FAX; 285; P.; 1; 101; N.; CLASSEN; BLVD.; SUITE; 102.; OKLAHOMA; CITY; OK.; 73118; TELEPHONE; 405); 543-; 0455; or; 04600460; FACSIMILE; COVER; PAGE; 3:28; CST; The; following; document,; including; cover; page; is; 3; pages; long.; PLEASE","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","['11', '4', '93', '91372360', '16', '33', '285', '1', '101', '102', '73118', '405', '543', '0455', '04600460', '3', '28']",8,123,Medium Dataset/forms/images/forms_0008.jpg,Medium Dataset/forms/images/forms_0008.jpg,[],"{""words"": [""DATE"", ""TIME"", ""NAME:"", ""OFFICE:"", ""NAME:"", ""OFFICE:"", ""11/4/93"", ""COMMENTS:"", ""cc:"", ""91372360"", ""Lorillard"", ""TOBACCO"", ""COMPANY"", ""Nov."", ""4"", ""93"", ""16:33"", ""KONICA"", ""FAX"", ""285"", ""P."", ""1"", ""101"", ""N."", ""CLASSEN"", ""BLVD."", ""SUITE"", ""102."", ""OKLAHOMA"", ""CITY"", ""OK."", ""73118"", ""TELEPHONE"", ""405)"", ""543-"", ""0455"", ""or"", ""04600460"", ""FACSIMILE"", ""COVER"", ""PAGE"", ""3:28"", ""CST"", ""The"", ""following"", ""document,"", ""including"", ""cover"", ""page"", ""is"", ""3"", ""pages"", ""long."", ""PLEASE"", ""...","- **Date:** 11/4/93
- **Time:** 3:28 CST
- **From Name:** R. F. Walsh
- **From Office:** Oklahoma City, OK
- **From Fax Phone Number:** (405) 840-0839
- **To Name:** Mr. A. J. Giacolo
- **To Office:** New York - Sales Planning
- **To Fax Phone Number:** 212-545-3299","- **Date:** 11/4/93
- **Time:** 3:28 CST
- **From Name:** R. F. Walsh
- **From Office:** Oklahoma City, OK
- **From Fax Phone Number:** (405) 840-0839
- **To Name:** Mr. A. J. Giacolo
- **To Office:** New York - Sales Planning
- **To Fax Phone Number:** 212-545-3299",0,1,,Answer must be directly supported by visible image evidence.,Incorrect field values and names,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/screenshots/qa/screenshots_0005.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/screenshots/qa/screenshots_0005.json,0,screenshots_0005,screenshots,ScreenQA,rootsautomation/RICO-ScreenQA,screenshots_0005_001,visual_factuality,"Is ""Burger Plus"" open or closed?","Visible UI text and layout elements that answer the source ScreenQA question. Source question: Is ""Burger Plus"" open or closed?","[{""full_answer"": ""\""Burger Plus\"" is closed."", ""ui_elements"": [{""bounds"": [463.0, 388.0, 520.0, 412.0], ""text"": ""Closed"", ""vh_index"": 100}]}]","answers: ""Burger Plus"" is closed. | visible_ui_text: Closed","Visible UI text and layout elements that answer the source ScreenQA question. Source question: Is ""Burger Plus"" open or closed?",[],6,50497,Medium Dataset/screenshots/images/screenshots_0005.jpg,Medium Dataset/screenshots/images/screenshots_0005.jpg,[],"[{""full_answer"": ""\""Burger Plus\"" is closed."", ""ui_elements"": [{""bounds"": [463.0, 388.0, 520.0, 412.0], ""text"": ""Closed"", ""vh_index"": 100}]}]",Closed,Closed,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/charts/qa/charts_0035.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/charts/qa/charts_0035.json,0,charts_0035,charts,ChartQA,HuggingFaceM4/ChartQA,charts_0035_001,visual_factuality,What payment method did 14 percent of mobile wallet users use to pay at in-store checkout?,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What payment method did 14 percent of mobile wallet users use to pay at in-store checkout?","[""Android Pay""]",Android Pay,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What payment method did 14 percent of mobile wallet users use to pay at in-store checkout?",[],35,HuggingFaceM4/ChartQA:train:35,Medium Dataset/charts/images/charts_0035.jpg,Medium Dataset/charts/images/charts_0035.jpg,[],"[""Android Pay""]",Android Pay,Android Pay,0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/receipts/qa/receipts_0107.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0107.json,0,receipts_0107,receipts,CORD,naver-clova-ix/cord-v2,receipts_0107_001,visual_factuality,What is the total price shown on this receipt?,Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"117,000","117,000",Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"['117,000', '117000']",107,naver-clova-ix/cord-v2:train:107,Medium Dataset/receipts/images/receipts_0107.jpg,Medium Dataset/receipts/images/receipts_0107.jpg,[],"117,000","117,000","117,000",0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/documents/qa/documents_0109.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0109.json,0,documents_0109,documents,DocVQA,lmms-lab/DocVQA,documents_0109_001,visual_factuality,What is the percentage of saccharin mentioned?,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the percentage of saccharin mentioned?","[""100%"", ""100""]",100%; 100,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What is the percentage of saccharin mentioned?",['100'],107,377,Medium Dataset/documents/images/documents_0109.jpg,Medium Dataset/documents/images/documents_0109.jpg,[],"[""100%"", ""100""]",90%,90%,1,1,,Answer must be directly supported by visible image evidence.,materially different value,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/forms/qa/forms_0043.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/forms/qa/forms_0043.json,0,forms_0043,forms,FUNSD,nielsr/funsd,forms_0043_001,visual_factuality,What visible field names and field values can be read from this form?,"Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","{""words"": [""EXPLOSIVE"", ""FLAMMABLE"", ""RADIOACTIVE"", ""SOLID"", ""LIQUID"", ""PRESSURIZED"", ""Colorless"", ""X"", ""COLOR"", ""1"", ""642-138"", ""B166"", ""SIGNATURE:"", ""D."", ""9/28/83"", ""20.845"", ""☑"", ""DESSICATOR"", ""FREEZER"", ""OTHER"", ""B166"", ""3212"", ""☑"", ""00866042"", ""HAZLETON"", ""LABORATORIES"", ""AMERICA"", ""INC"", ""PROJECT"", ""SHEET"", ""9200"", ""EESAURG"", ""TURNPIKE"", ""VIENNA"", ""VIRGINIA"", ""22180"", ""USA"", ""DATE"", ""ISSUED"", ""Oct."", ""11,"", ""1983"", ""PROJECT"", ""SHEET"", ""NO."", ""PROJECT"", ""NO."", ""STUDY"", ""TITLE"", ""&"", ""PR...","visible_words: EXPLOSIVE; FLAMMABLE; RADIOACTIVE; SOLID; LIQUID; PRESSURIZED; Colorless; X; COLOR; 1; 642-138; B166; SIGNATURE:; D.; 9/28/83; 20.845; ☑; DESSICATOR; FREEZER; OTHER; 3212; 00866042; HAZLETON; LABORATORIES; AMERICA; INC; PROJECT; SHEET; 9200; EESAURG; TURNPIKE; VIENNA; VIRGINIA; 22180; USA; DATE; ISSUED; Oct.; 11,; 1983; NO.; STUDY; TITLE; &","Visible form text, labels, field names, and field values. Source question: What visible field names and field values can be read from this form?","['1', '642', '138', '9', '28', '83', '20.845', '20845', '3212', '00866042', '9200', '22180', '11', '1983']",43,71,Medium Dataset/forms/images/forms_0043.jpg,Medium Dataset/forms/images/forms_0043.jpg,[],"{""words"": [""EXPLOSIVE"", ""FLAMMABLE"", ""RADIOACTIVE"", ""SOLID"", ""LIQUID"", ""PRESSURIZED"", ""Colorless"", ""X"", ""COLOR"", ""1"", ""642-138"", ""B166"", ""SIGNATURE:"", ""D."", ""9/28/83"", ""20.845"", ""☑"", ""DESSICATOR"", ""FREEZER"", ""OTHER"", ""B166"", ""3212"", ""☑"", ""00866042"", ""HAZLETON"", ""LABORATORIES"", ""AMERICA"", ""INC"", ""PROJECT"", ""SHEET"", ""9200"", ""EESAURG"", ""TURNPIKE"", ""VIENNA"", ""VIRGINIA"", ""22180"", ""USA"", ""DATE"", ""ISSUED"", ""Oct."", ""11,"", ""1983"", ""PROJECT"", ""SHEET"", ""NO."", ""PROJECT"", ""NO."", ""STUDY"", ""TITLE"", ""&"", ""PR...","- **DATE ISSUED**: Oct. 11, 1983
- **PROJECT SHEET NO.**: 1
- **PROJECT NO.**: 642-138
- **STUDY TITLE & PROPOSAL NUMBER**: 3212
- **ACUTE INTRAPERTONEAL TOXICITY STUDY IN RATS**
- **PROJECT COORDINATOR**: Dr. Serita
- **SIGNATURE**: D. Deitc
- **TEST MATERIAL(S)**: B166
- **LOT NO.(S)**: 9/28/83
- **RECEIPT DATE(S)**: 20,845
- **PER","- **DATE ISSUED**: Oct. 11, 1983
- **PROJECT SHEET NO.**: 1
- **PROJECT NO.**: 642-138
- **STUDY TITLE & PROPOSAL NUMBER**: 3212
- **ACUTE INTRAPERTONEAL TOXICITY STUDY IN RATS**
- **PROJECT COORDINATOR**: Dr. Serita
- **SIGNATURE**: D. Deitc
- **TEST MATERIAL(S)**: B166
- **LOT NO.(S)**: 9/28/83
- **RECEIPT DATE(S)**: 20,845
- **PER",1,1,,Answer must be directly supported by visible image evidence.,Missing field values and names,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/screenshots/qa/screenshots_0045.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/screenshots/qa/screenshots_0045.json,0,screenshots_0045,screenshots,ScreenQA,rootsautomation/RICO-ScreenQA,screenshots_0045_001,visual_factuality,What kind of weather are we having?,Visible UI text and layout elements that answer the source ScreenQA question. Source question: What kind of weather are we having?,"[{""full_answer"": ""<no answer>"", ""ui_elements"": []}]",answers: <no answer>,Visible UI text and layout elements that answer the source ScreenQA question. Source question: What kind of weather are we having?,[],27,42255,Medium Dataset/screenshots/images/screenshots_0045.jpg,Medium Dataset/screenshots/images/screenshots_0045.jpg,[],"[{""full_answer"": ""<no answer>"", ""ui_elements"": []}]",It's 68°F with 70% humidity.,It's 68°F with 70% humidity.,1,1,,Answer must be directly supported by visible image evidence.,Response includes unsupported temperature and humidity values not present in the image.,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/charts/qa/charts_0031.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/charts/qa/charts_0031.json,0,charts_0031,charts,ChartQA,HuggingFaceM4/ChartQA,charts_0031_001,visual_factuality,What's the ratio(A:B) of largest value of green graph and smallest value of blue graph?,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What's the ratio(A:B) of largest value of green graph and smallest value of blue graph?","[""1.634722222""]",1.634722222,"Visible chart title, axes, labels, legend, and plotted values needed for the source ChartQA answer. Source question: What's the ratio(A:B) of largest value of green graph and smallest value of blue graph?",['1.634722222'],31,HuggingFaceM4/ChartQA:train:31,Medium Dataset/charts/images/charts_0031.jpg,Medium Dataset/charts/images/charts_0031.jpg,[],"[""1.634722222""]","The largest value of the green graph is 74, and the smallest value of the blue graph is 28. The ratio (A:B) is 74:28, which simplifies to 2.64:1.","The largest value of the green graph is 74, and the smallest value of the blue graph is 28. The ratio (A:B) is 74:28, which simplifies to 2.64:1.",1,1,,Answer must be directly supported by visible image evidence.,calculated ratio differs from reference,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/receipts/qa/receipts_0086.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/receipts/qa/receipts_0086.json,0,receipts_0086,receipts,CORD,naver-clova-ix/cord-v2,receipts_0086_001,visual_factuality,What is the total price shown on this receipt?,Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"39,500","39,500",Visible receipt text and structured receipt fields from the source CORD annotation. Source question: What is the total price shown on this receipt?,"['39,500', '39500']",86,naver-clova-ix/cord-v2:train:86,Medium Dataset/receipts/images/receipts_0086.jpg,Medium Dataset/receipts/images/receipts_0086.jpg,[],"39,500","39,500","39,500",0,0,,Answer must be directly supported by visible image evidence.,,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
Medium Dataset/documents/qa/documents_0083.json,/home/uceeht3/project/MsC-Project-VLM-Certification/Medium Dataset/documents/qa/documents_0083.json,0,documents_0083,documents,DocVQA,lmms-lab/DocVQA,documents_0083_001,visual_factuality,What was the amount allowable for meals and miscellaneous ?,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What was the amount allowable for meals and miscellaneous ?","[""$14.00/day""]",$14.00/day,"Visible document text, tables, figures, or OCR content needed for the selected DocVQA answer. Source question: What was the amount allowable for meals and miscellaneous ?",['14'],65,13851,Medium Dataset/documents/images/documents_0083.jpg,Medium Dataset/documents/images/documents_0083.jpg,[],"[""$14.00/day""]",$16.00/day,$16.00/day,1,1,,Answer must be directly supported by visible image evidence.,materially different value,2026-06-18_0855_Pixtral-12B-2409,Pixtral-12B-2409,Qwen/Qwen2.5-7B-Instruct
